,overall_rating,value,position,skill_moves,attacking_workrate,defensive_workrate,pace,shooting,passing,dribbling,defending,physicality,crossing,finishing,Curve,freekick_accuracy,ballcontrol,sprint_speed,agility,reactions,balance,shot_power,stamina,aggression,interceptions,positioning,vision,composure,marking
6626,68,2600000.0,ST,3,Medium,Medium,79,69,51,69,20,56,35,71,57,40,72,79,76,59,56,71,61,31,14,65,50,68,15
6627,68,1000000.0,CDM,2,Medium,Medium,71,58,66,64,65,69,65,53,63,64,64,70,71,65,75,68,90,66,68,57,67,64,66
6628,68,2500000.0,LB,2,Medium,Medium,69,27,53,56,67,63,65,26,46,31,60,70,70,65,55,23,67,60,68,47,43,51,66
6629,68,1800000.0,ST,2,Medium,Low,71,70,54,67,28,67,38,71,55,45,69,70,68,62,63,70,76,56,27,67,68,63,25
6630,68,1600000.0,CDM,2,Medium,High,62,50,60,58,66,76,48,45,31,42,60,60,63,60,56,64,85,68,68,54,62,56,63
6631,68,1500000.0,RM,3,Medium,Medium,73,62,70,65,59,70,75,59,70,58,67,73,69,63,68,69,87,62,55,70,72,67,60
6632,68,2600000.0,LB,2,Medium,High,72,38,57,62,63,75,66,34,60,45,60,72,66,64,62,45,75,74,61,60,42,52,64
6633,68,2600000.0,LWB,2,High,Medium,67,47,65,65,64,54,69,37,58,64,65,67,67,63,78,53,72,64,64,54,61,58,64
6634,68,220000.0,CB,2,Medium,Medium,52,50,55,50,68,68,52,46,57,48,54,65,33,64,40,63,34,68,62,44,57,68,67
6635,68,1500000.0,CB,2,Low,High,64,30,46,51,70,69,28,22,35,37,54,65,55,65,67,46,73,51,69,27,30,66,69
6636,68,1900000.0,CAM,3,High,Medium,82,64,60,69,32,53,58,66,57,48,70,80,72,66,73,64,66,33,25,63,61,55,23
6637,68,1500000.0,CB,2,Medium,Medium,69,39,53,60,68,73,57,37,45,42,62,68,66,59,64,46,65,71,71,43,41,52,68
6638,68,750000.0,CM,3,Medium,High,54,59,68,65,65,64,62,60,54,55,69,51,65,69,73,61,75,62,65,59,71,72,71
6639,68,2200000.0,CB,2,Low,High,69,35,50,50,68,73,27,30,23,21,56,69,49,64,65,45,75,72,72,40,42,65,67
6640,68,3000000.0,CB,2,Medium,High,68,31,45,52,68,69,30,28,24,22,62,74,44,62,50,46,67,64,67,25,27,66,63
6641,68,1100000.0,LB,3,Medium,Medium,72,35,58,63,65,72,62,35,41,33,61,68,68,65,76,32,74,76,67,53,54,67,65
6642,68,775000.0,CB,2,High,Medium,52,49,59,61,68,70,38,40,45,68,62,53,58,65,68,69,68,74,68,36,60,66,68
6643,68,1200000.0,CDM,2,High,Low,52,51,57,63,66,78,51,46,52,48,67,48,64,62,53,60,84,74,64,56,46,74,67
6644,68,2300000.0,GK,1,Medium,Medium,69,67,66,70,46,67,20,23,18,18,26,45,44,60,35,50,33,20,14,12,49,38,16
6645,68,1400000.0,CB,2,Medium,High,55,41,56,54,69,73,56,38,53,33,60,57,44,56,54,58,69,66,67,48,52,62,71
6646,68,1200000.0,CDM,2,Medium,High,65,48,61,61,64,77,51,45,49,55,66,65,62,59,54,42,74,72,63,42,58,68,65
6647,68,1200000.0,LB,3,High,Medium,82,61,63,69,62,70,69,60,61,61,66,82,86,61,81,65,76,67,63,66,57,53,67
6648,68,1900000.0,RM,3,Medium,Medium,86,63,65,70,42,62,64,63,68,60,66,83,85,67,81,67,86,55,43,65,65,68,46
6649,68,1500000.0,RB,2,Medium,High,70,30,53,60,67,64,64,24,47,29,64,69,70,58,58,43,74,54,65,42,50,64,68
6650,68,1400000.0,GK,1,Medium,Medium,68,66,60,73,33,68,16,17,17,19,12,35,34,56,33,45,28,23,22,20,30,41,15
6651,68,1600000.0,CAM,3,Medium,Medium,81,54,63,72,34,54,54,56,55,48,69,79,86,65,82,55,71,50,38,63,69,65,31
6652,68,1100000.0,LB,2,Medium,Medium,80,56,63,64,61,70,66,51,69,50,64,80,71,65,72,64,72,65,63,59,60,59,60
6653,68,1400000.0,ST,2,High,Medium,64,64,56,62,32,74,46,68,52,57,68,67,51,64,59,68,63,68,34,70,63,57,32
6654,68,325000.0,CB,2,Low,High,52,38,58,61,69,66,61,40,49,38,63,49,53,65,70,32,53,80,68,56,57,63,71
6655,68,950000.0,LM,3,High,High,69,63,66,70,58,70,67,60,67,66,73,66,73,66,81,66,84,68,59,73,71,66,54
6656,68,1100000.0,CB,2,Medium,High,35,47,50,40,68,81,47,38,27,53,44,35,33,64,33,67,71,75,68,44,43,54,69
6657,68,575000.0,CAM,4,High,Medium,67,64,63,73,36,61,46,65,65,70,69,67,72,63,67,68,65,46,25,65,65,61,35
6658,68,1900000.0,LW,3,High,Medium,84,67,59,69,30,59,56,68,48,40,66,85,82,66,70,68,60,59,27,64,64,63,22
6659,68,1200000.0,CAM,3,High,Low,67,65,68,70,36,56,63,64,68,68,71,66,71,63,80,67,61,45,41,67,69,71,34
6660,68,1500000.0,RWB,2,Medium,Medium,79,39,52,63,62,67,55,30,31,29,60,78,71,65,79,58,91,57,63,29,45,50,63
6661,68,400000.0,ST,3,Medium,Low,50,72,64,68,32,58,58,71,75,60,70,48,69,65,71,74,49,51,30,70,62,70,38
6662,68,1800000.0,CM,3,High,Medium,64,62,65,65,62,64,55,60,48,42,70,62,55,60,63,66,83,64,60,67,65,61,61
6663,68,1000000.0,CB,2,Medium,Medium,46,42,48,50,67,81,31,34,43,37,56,48,31,66,32,55,70,75,66,45,43,68,67
6664,68,400000.0,ST,3,Medium,Low,69,68,61,68,40,64,58,71,62,55,68,67,70,68,70,72,53,67,23,67,64,67,38
6665,68,575000.0,RM,3,Medium,Medium,81,61,63,65,33,72,62,57,62,53,60,82,72,70,47,70,75,46,29,65,67,58,33
6666,68,1500000.0,RB,2,Medium,Medium,73,48,60,64,63,68,67,44,51,42,64,72,70,67,77,54,75,66,62,59,59,63,63
6667,68,800000.0,GK,1,Medium,Medium,71,63,72,71,42,65,14,15,17,15,20,38,35,64,38,54,43,20,19,14,42,44,9
6668,68,1800000.0,CM,3,High,High,70,62,66,67,60,83,67,62,58,45,69,72,67,66,56,63,90,68,59,63,69,69,61
6669,68,850000.0,CDM,3,Medium,Medium,65,59,64,67,66,71,58,56,64,59,68,63,69,66,69,67,79,64,65,54,55,64,66
6670,68,1000000.0,ST,2,Medium,Medium,34,69,51,60,30,74,30,69,43,42,69,34,34,67,31,72,48,70,24,71,49,66,34
6671,68,1300000.0,CDM,2,Medium,Medium,63,50,57,62,66,76,46,36,41,46,66,63,58,67,63,72,82,81,63,56,57,58,67
6672,68,825000.0,CB,2,Medium,Medium,67,39,55,59,65,78,45,33,43,32,57,70,59,68,56,56,64,83,62,36,53,66,67
6673,68,875000.0,RWB,2,Medium,Medium,74,31,63,66,62,63,64,28,64,41,62,73,74,63,76,31,68,57,64,62,52,57,57
6674,68,1400000.0,ST,3,High,Medium,81,70,60,67,28,64,62,72,58,59,64,80,70,64,82,67,72,33,20,72,64,67,31
6675,68,1600000.0,CM,3,High,Medium,69,59,64,71,62,73,59,56,63,61,69,64,84,67,82,62,86,75,64,69,68,66,60
6676,68,1000000.0,CF,3,High,High,68,66,65,69,63,66,64,65,47,49,71,68,55,66,63,70,70,72,63,68,70,56,58
6677,68,825000.0,RB,3,High,Medium,77,48,64,64,62,72,68,57,55,34,63,78,70,67,68,47,75,50,64,58,62,51,63
6678,68,1600000.0,CDM,3,Medium,Medium,54,50,60,61,65,77,49,48,52,35,66,55,59,65,56,68,81,67,67,53,63,64,61
6679,68,1800000.0,RB,3,High,High,82,45,57,68,61,59,60,42,44,41,66,82,73,64,76,52,74,65,66,59,51,62,60
6680,68,1300000.0,CB,2,High,Medium,42,55,60,59,67,85,59,43,55,54,64,39,48,57,34,78,80,82,71,64,52,71,62
6681,68,1600000.0,LM,3,Medium,Low,78,61,62,69,31,58,64,64,62,50,68,77,71,68,66,59,60,48,28,66,60,58,26
6682,68,800000.0,GK,1,Medium,Medium,69,68,59,71,53,64,11,20,14,13,23,49,64,64,52,44,26,17,21,13,42,35,17
6683,68,2300000.0,CDM,2,Medium,High,59,50,57,61,66,77,45,37,49,39,65,57,54,63,70,71,84,74,67,41,56,60,67
6684,68,2500000.0,CB,2,Medium,Medium,53,33,54,59,67,72,39,26,29,33,66,54,40,63,47,54,55,62,68,44,48,61,66
6685,68,2700000.0,RM,5,High,High,79,55,63,76,45,55,61,56,69,44,74,74,93,58,92,56,77,50,48,62,67,71,45
6686,68,1200000.0,RM,3,High,Medium,87,67,61,69,39,71,59,69,63,64,64,84,83,68,85,68,90,76,51,69,63,66,29
6687,68,2200000.0,CB,2,Medium,High,50,37,55,62,67,70,40,38,43,28,65,51,53,63,59,46,65,80,69,37,56,68,65
6688,68,1200000.0,CDM,2,Medium,Medium,50,49,61,60,66,76,43,43,55,47,63,55,54,63,38,61,69,78,65,44,62,57,70
6689,68,1000000.0,CB,2,Medium,Medium,44,32,52,59,70,64,47,30,34,35,59,39,67,70,66,36,51,65,69,25,46,67,71
6690,68,2500000.0,CB,2,Medium,Medium,70,37,46,57,69,68,40,35,30,32,64,74,53,64,71,54,71,67,67,45,34,62,68
6691,68,1700000.0,RB,3,High,Medium,78,47,62,63,63,68,65,47,60,39,67,79,71,60,66,49,74,58,63,56,62,48,59
6692,68,1500000.0,GK,1,Medium,Medium,71,60,72,73,56,66,11,9,11,10,32,58,68,63,60,54,32,45,15,4,62,52,18
6693,68,1400000.0,RM,3,High,High,84,63,61,71,27,51,62,65,55,35,68,85,78,64,80,75,52,38,19,65,65,63,29
6694,68,1000000.0,GK,1,Medium,Medium,67,65,66,70,40,67,14,13,14,18,22,44,42,63,38,50,42,35,17,13,33,43,19
6695,68,575000.0,CB,2,Medium,Medium,52,34,56,59,68,71,54,33,47,44,60,54,69,67,65,36,62,71,68,44,49,64,70
6696,68,1700000.0,CDM,2,Medium,Medium,68,56,64,68,64,75,62,54,54,39,65,69,65,63,62,66,78,68,64,62,62,66,64
6697,68,400000.0,GK,1,Medium,Medium,68,68,64,69,24,68,11,10,16,13,14,25,30,63,28,48,26,37,19,8,42,57,20
6698,68,2600000.0,RWB,2,Medium,Medium,76,34,58,61,65,65,64,33,39,32,62,76,66,54,69,35,70,57,61,56,45,51,62
6699,68,1800000.0,RWB,2,High,High,74,44,60,66,64,63,58,34,45,46,64,76,68,64,81,63,78,63,70,57,53,55,63
6700,68,3100000.0,CAM,4,High,Medium,73,58,62,75,59,67,51,59,65,41,73,69,80,66,85,62,70,66,56,57,68,77,57
6701,68,1800000.0,ST,3,Medium,Medium,66,66,59,70,22,66,52,68,57,52,70,67,69,67,57,67,52,55,21,72,62,64,14
6702,68,1500000.0,CB,2,Medium,Medium,74,43,54,58,67,76,44,40,45,38,56,77,65,64,63,53,69,71,68,56,50,58,65
6703,68,1200000.0,CB,2,Medium,High,46,48,58,57,69,80,48,44,46,42,60,43,49,64,47,63,80,73,69,43,54,62,70
6704,68,1000000.0,CB,2,Medium,Medium,44,36,51,53,68,72,33,36,33,32,63,41,45,64,52,44,68,67,69,32,40,59,66
6705,68,2900000.0,RM,2,Medium,Medium,76,63,62,71,25,56,62,64,68,70,72,74,78,64,65,60,61,41,21,64,61,64,20
6706,68,800000.0,GK,1,Medium,Medium,67,67,68,70,54,68,12,13,14,12,14,52,69,63,62,51,35,34,19,18,66,69,27
6707,68,1500000.0,GK,1,Medium,Medium,70,63,66,72,27,65,14,7,11,14,17,29,38,61,40,50,23,24,15,6,34,47,14
6708,68,1400000.0,LM,3,High,Medium,76,64,61,69,63,65,66,63,62,41,69,70,73,61,73,69,71,60,62,59,58,62,60
6709,68,2900000.0,CM,2,Medium,Medium,61,66,64,65,58,59,53,67,51,46,70,62,59,67,80,73,67,68,56,70,65,65,54
6710,68,1200000.0,LM,3,High,Medium,77,61,65,68,29,61,63,62,51,58,64,74,83,62,82,65,76,45,28,62,70,59,26
6711,68,1000000.0,CB,3,Medium,High,59,33,58,59,70,68,50,35,50,27,66,62,53,66,64,33,65,65,72,59,57,56,72
6712,68,1400000.0,CDM,2,High,High,71,46,62,61,64,75,55,38,39,41,61,71,69,63,67,64,78,71,65,60,68,54,65
6713,68,400000.0,GK,1,Medium,Medium,68,67,61,67,50,71,12,13,11,14,23,49,55,59,50,46,21,20,10,10,31,50,18
6714,68,1100000.0,RB,2,High,Medium,86,40,55,66,62,70,63,41,52,41,65,86,76,61,76,43,80,81,63,57,49,57,61
6715,68,1600000.0,CAM,3,Medium,Medium,78,69,60,72,30,57,62,68,57,57,72,77,70,59,66,75,55,39,28,61,61,58,21
6716,68,1700000.0,RWB,2,High,Medium,70,45,53,65,66,57,69,32,45,41,64,68,68,60,63,61,60,66,66,51,42,53,67
6717,68,1400000.0,ST,3,Medium,Low,69,68,55,62,25,66,42,68,50,45,61,71,56,70,54,73,65,56,20,72,61,66,21
6718,68,1700000.0,CB,2,Medium,Medium,62,32,48,48,67,78,29,24,50,29,52,60,51,63,48,50,71,67,67,30,48,58,68
6719,68,1600000.0,LM,3,High,Medium,81,52,65,72,62,70,66,47,67,50,70,80,81,62,80,62,72,67,67,65,67,70,60
6720,68,1200000.0,ST,3,High,Low,75,70,56,67,25,68,51,70,55,43,67,78,72,60,69,73,61,46,22,65,59,71,17
6721,68,1200000.0,LM,3,High,Medium,93,62,59,68,51,66,63,63,63,41,66,93,80,64,76,68,74,57,45,61,62,64,59
6722,68,750000.0,CAM,3,Medium,Medium,56,66,73,72,52,57,72,62,75,75,73,58,72,61,74,68,53,73,50,64,72,73,58
6723,68,475000.0,CB,3,High,High,50,67,67,67,67,79,66,62,69,58,65,48,66,66,72,80,73,89,68,67,72,70,66
6724,68,1000000.0,CB,2,High,Medium,34,57,61,57,67,77,52,49,56,58,68,34,34,62,35,74,68,68,68,56,54,67,68
6725,68,1200000.0,ST,2,Medium,Low,63,67,40,64,36,74,27,71,22,33,64,61,65,63,80,72,69,54,42,73,32,67,27
6726,68,825000.0,CB,2,Medium,High,65,51,59,62,66,82,55,44,41,35,61,69,74,66,63,69,86,72,68,34,62,61,65
6727,68,1000000.0,ST,3,Medium,Medium,70,68,50,64,38,70,39,69,54,45,68,71,63,65,56,74,56,62,39,68,46,63,36
6728,68,1000000.0,CDM,2,Medium,Medium,52,48,60,57,64,74,44,42,37,40,65,53,52,60,62,56,84,59,62,37,64,62,63
6729,68,1000000.0,CDM,2,Medium,Medium,57,65,64,63,67,73,59,64,61,57,65,55,64,63,66,70,72,70,67,63,63,72,68
6730,68,1100000.0,RB,2,Medium,High,75,43,58,64,64,62,65,44,48,49,63,81,73,66,75,44,63,70,64,40,33,52,66
6731,68,1300000.0,GK,1,Medium,Medium,72,61,65,74,42,64,12,6,12,10,11,39,55,66,44,49,34,24,14,7,38,36,30
6732,68,1700000.0,ST,2,High,Low,83,63,59,69,36,76,55,70,60,42,68,83,83,66,79,68,86,52,29,63,60,65,39
6733,68,2300000.0,CB,2,Medium,Medium,58,29,45,43,68,79,27,24,28,22,44,65,64,64,49,41,69,64,69,40,40,63,67
6734,68,1400000.0,RB,3,High,Medium,72,58,64,67,61,73,69,57,59,51,66,73,68,59,73,66,84,68,58,60,64,64,58
6735,68,625000.0,RWB,2,Medium,High,67,45,62,65,64,73,68,44,55,43,65,65,68,58,69,42,76,67,62,55,56,65,66
6736,68,1300000.0,RW,4,High,Medium,85,67,59,71,36,59,59,69,58,54,70,85,84,63,78,70,64,45,36,64,58,61,31
6737,68,950000.0,RM,3,High,Medium,74,64,68,70,62,68,66,59,63,71,75,74,69,68,61,76,71,69,62,60,66,67,61
6738,68,0.0,GK,1,Medium,Medium,68,65,72,68,48,67,11,14,14,12,29,43,25,62,31,54,26,28,12,7,48,41,16
6739,68,2700000.0,CAM,4,Medium,Medium,71,56,64,74,37,51,54,59,66,53,72,68,86,68,83,48,68,34,48,59,68,63,36
6740,68,2700000.0,CAM,3,Medium,Low,82,62,57,79,25,54,57,63,68,54,78,81,88,58,83,65,55,37,20,61,58,74,23
6741,68,1200000.0,CDM,3,Medium,Medium,73,64,64,67,67,78,57,64,54,56,67,68,80,69,56,65,92,73,71,71,69,63,67
6742,68,1800000.0,CAM,3,High,Medium,65,64,70,74,59,59,67,61,67,67,72,64,88,60,91,71,67,67,58,65,71,74,59
6743,68,1500000.0,LB,3,High,Medium,67,50,55,67,66,71,62,51,49,44,67,73,67,68,63,56,73,69,69,63,51,68,69
6744,68,1600000.0,LW,3,High,Medium,81,65,62,70,36,63,63,66,67,55,67,78,83,65,89,66,77,57,34,65,64,68,35
6745,68,1800000.0,RB,2,Medium,Medium,61,37,55,66,70,48,66,35,42,31,69,55,63,69,69,32,47,57,67,51,51,66,72
6746,68,975000.0,ST,3,Medium,Medium,63,69,66,64,33,72,66,68,68,72,64,65,61,67,69,75,55,76,30,71,66,67,24
6747,68,1200000.0,CM,4,Medium,Medium,72,63,67,70,62,68,62,61,70,70,69,70,82,68,76,68,77,74,64,65,67,66,61
6748,68,1000000.0,CB,2,Medium,High,52,38,51,52,67,76,47,39,36,27,59,52,52,67,57,40,69,72,66,39,46,64,68
6749,68,825000.0,LB,2,High,Medium,74,49,59,69,64,78,58,44,56,34,65,74,77,61,71,58,80,55,72,58,59,59,60
6750,68,325000.0,CB,2,High,High,51,59,67,64,67,75,74,54,78,73,65,51,66,68,65,66,77,78,66,60,62,62,68
6751,68,600000.0,GK,1,Medium,Medium,67,67,67,68,32,65,14,10,13,12,13,25,45,66,42,50,30,25,15,10,29,43,10
6752,68,1000000.0,GK,1,Medium,Medium,68,70,60,72,37,65,14,6,12,14,13,30,33,57,38,45,26,26,6,7,46,32,5
6753,68,2700000.0,LM,4,High,Medium,87,55,54,71,25,60,63,59,44,38,70,90,81,66,71,55,72,25,15,70,52,65,28
6754,68,1200000.0,CM,2,Medium,High,59,62,65,68,62,68,55,61,57,54,68,55,73,67,79,66,81,65,65,64,69,56,64
6755,68,1000000.0,CB,2,Low,Medium,55,40,53,54,70,70,62,38,58,32,53,55,54,66,60,55,72,69,70,37,32,51,70
6756,68,1100000.0,GK,1,Medium,Medium,68,67,66,69,44,69,13,9,15,7,24,39,34,62,45,50,33,25,15,7,14,53,8
6757,68,2700000.0,ST,3,Medium,Medium,89,67,58,69,25,66,55,72,61,41,67,90,74,63,53,68,69,49,22,63,63,60,17
6758,68,1500000.0,RM,3,Medium,Medium,84,60,58,72,25,55,59,61,57,43,68,82,86,61,88,64,72,33,20,64,60,61,25
6759,68,2600000.0,RM,3,High,High,78,53,61,70,60,74,66,55,65,47,65,78,81,62,85,56,83,65,60,66,56,65,57
6760,68,1800000.0,CDM,2,Medium,High,56,53,64,65,64,76,58,47,59,46,66,56,62,70,60,70,80,60,66,49,66,69,62
6761,68,1300000.0,CB,2,Medium,Medium,71,41,51,54,68,76,38,33,38,36,61,71,64,55,55,56,72,71,63,49,49,48,72
6762,68,1600000.0,LM,3,High,Medium,82,61,57,74,33,60,60,63,57,55,71,80,79,65,70,63,69,56,36,60,46,69,29
6763,68,1100000.0,CB,2,Medium,Medium,45,32,54,49,67,80,40,26,29,38,52,54,33,57,31,47,73,70,62,31,51,58,66
6764,68,575000.0,ST,2,Medium,Medium,53,68,62,66,39,76,60,68,54,43,68,52,61,69,65,72,66,73,50,71,66,69,26
6765,68,1800000.0,CB,2,Medium,Medium,71,35,51,54,68,73,50,34,41,29,55,73,55,62,73,33,64,74,64,34,39,55,70
6766,68,1400000.0,LB,3,Medium,High,76,34,57,63,63,72,69,28,47,35,63,72,67,62,62,42,69,70,67,55,45,52,60
6767,68,1400000.0,CM,3,High,Medium,64,68,70,67,64,76,68,69,73,74,66,62,74,69,78,68,75,72,67,73,71,68,65
6768,68,1200000.0,CAM,4,Medium,Low,67,63,68,71,47,52,65,62,66,70,73,67,71,57,70,65,51,64,36,66,70,68,54
6769,68,2700000.0,ST,3,Medium,Medium,62,67,51,66,29,69,45,70,52,39,71,63,69,65,60,70,68,60,22,68,51,62,26
6770,68,1900000.0,LM,3,High,High,81,64,61,68,58,69,64,68,55,47,67,81,77,64,69,67,81,60,61,69,57,67,59
6771,68,2700000.0,RM,4,High,Medium,83,60,61,71,36,54,65,61,48,60,73,85,80,54,84,60,69,32,31,68,57,63,22
6772,68,2500000.0,CB,2,Medium,Medium,77,33,54,56,67,78,52,27,36,29,60,82,56,69,51,41,63,73,68,44,55,66,70
6773,68,1200000.0,ST,3,High,High,72,65,61,70,26,62,61,66,51,36,71,73,69,66,69,72,73,31,14,74,68,63,25
6774,68,2600000.0,CDM,2,Medium,Medium,55,44,63,63,66,69,50,35,50,47,68,55,63,65,60,63,65,65,60,51,65,55,64
6775,68,1200000.0,ST,3,High,Low,67,72,50,67,21,63,34,75,55,69,66,68,60,63,64,68,70,35,15,69,48,60,18
6776,68,2700000.0,ST,3,Medium,Medium,64,70,54,70,35,49,33,72,34,46,74,63,57,64,74,72,32,44,46,62,55,48,43
6777,68,2700000.0,ST,3,High,Low,75,66,52,71,31,71,43,68,63,45,70,75,76,64,72,73,64,64,29,68,55,69,25
6778,68,1200000.0,RB,3,High,High,82,61,60,68,61,72,60,56,62,39,66,85,73,68,66,78,76,72,60,60,60,61,63
6779,68,2500000.0,CDM,2,Medium,Medium,62,54,61,68,62,73,42,53,62,45,70,60,68,64,66,55,79,72,64,46,63,67,61
6780,68,1600000.0,LB,3,High,Medium,73,45,56,65,65,73,61,39,52,44,63,78,65,65,67,59,77,69,63,58,55,60,66
6781,68,1800000.0,CAM,3,High,Low,68,52,68,74,44,54,55,49,58,52,77,70,68,58,77,60,68,51,27,56,66,67,41
6782,68,2900000.0,CAM,3,Medium,Medium,71,64,63,71,39,63,56,65,51,42,71,70,74,60,73,73,72,40,36,66,65,66,36
6783,68,400000.0,CB,2,Low,Medium,43,32,53,58,71,70,58,25,34,27,62,44,53,52,44,48,70,56,74,28,31,54,70
6784,68,1100000.0,LB,2,High,Medium,79,42,51,67,68,61,55,40,44,44,63,76,83,64,77,42,72,65,63,60,56,62,69
6785,68,1100000.0,CB,2,Medium,Medium,61,34,51,51,70,71,57,30,33,27,56,59,63,66,66,46,73,75,68,25,38,64,69
6786,68,2500000.0,CB,2,Medium,Medium,73,41,51,54,67,72,30,38,30,33,56,74,68,62,68,46,71,68,66,56,47,66,67
6787,68,975000.0,ST,3,High,High,68,69,49,64,35,79,49,70,59,44,65,67,69,68,66,74,71,77,19,70,48,62,36
6788,68,2700000.0,LM,3,High,Medium,84,61,63,73,26,63,64,57,67,56,72,83,82,63,85,72,63,56,33,56,60,59,20
6789,68,2500000.0,CAM,4,High,Medium,81,65,59,73,41,62,55,65,65,51,68,78,82,65,86,67,50,62,33,70,58,75,44
6790,68,2700000.0,LWB,2,Medium,Medium,72,52,61,63,64,77,66,52,47,33,65,76,65,63,57,62,78,65,69,60,58,66,65
6791,68,240000.0,CDM,3,Medium,Medium,46,55,69,67,62,70,58,50,77,68,70,48,75,72,78,60,69,75,63,65,69,66,64
6792,68,550000.0,CAM,3,Medium,Medium,68,63,71,70,56,60,66,59,73,71,70,68,84,66,83,63,65,72,66,65,73,69,56
6793,68,400000.0,GK,1,Medium,Medium,68,66,66,69,39,72,15,11,15,12,25,40,39,50,39,50,35,36,16,12,56,46,14
6794,68,1900000.0,RM,3,High,Low,76,61,65,68,57,68,65,64,59,62,68,75,81,61,79,61,75,58,54,64,66,61,51
6795,68,1000000.0,CB,2,Medium,High,59,31,41,45,68,77,27,24,23,24,48,67,37,66,38,49,60,70,65,22,32,56,67
6796,68,950000.0,CAM,3,Medium,Medium,69,69,68,70,41,57,67,68,67,75,71,68,73,63,77,73,50,52,33,68,70,64,44
6797,68,850000.0,CDM,2,Medium,Medium,69,61,64,61,65,65,59,52,57,56,66,69,63,68,84,73,68,70,65,64,61,68,65
6798,68,2700000.0,CAM,3,High,Medium,73,66,67,71,33,48,66,69,62,52,71,74,67,60,77,70,62,29,26,59,68,65,30
6799,68,2600000.0,LWB,2,High,Medium,79,42,61,66,62,66,66,39,53,33,63,79,73,66,71,49,82,67,60,52,60,66,63
6800,68,750000.0,LM,3,Medium,Medium,83,69,61,70,52,68,64,68,59,49,70,87,74,61,65,80,60,64,44,64,65,66,62
6801,68,1800000.0,ST,3,High,Low,84,67,54,66,24,72,36,69,55,48,67,86,73,63,61,69,75,59,19,64,57,62,22
6802,68,1000000.0,RWB,3,High,High,70,56,63,67,60,69,67,51,59,49,65,65,71,71,69,64,81,66,63,66,63,67,61
6803,68,1600000.0,RM,3,High,High,70,57,67,71,63,69,63,60,63,48,69,70,72,66,79,65,76,61,66,68,69,70,64
6804,68,1400000.0,LM,3,High,Medium,77,67,64,67,41,68,64,66,70,69,67,78,77,65,71,73,80,77,38,64,65,65,40
6805,68,1500000.0,GK,1,Medium,Medium,70,65,66,72,62,65,8,6,13,9,18,58,60,59,40,50,40,16,5,9,18,36,25
6806,68,1200000.0,CB,2,Medium,High,54,45,45,48,68,74,33,41,31,35,58,55,47,60,48,55,69,68,65,56,40,60,68
6807,68,1700000.0,CB,2,Medium,High,61,27,48,57,68,70,31,24,28,30,68,60,53,65,61,29,67,66,75,28,46,61,68
6808,68,825000.0,RB,3,High,Medium,65,50,65,68,67,64,71,40,68,45,69,64,68,62,73,72,55,75,69,54,60,72,70
6809,68,1200000.0,RM,3,High,Medium,74,67,66,71,49,53,68,63,71,69,70,72,81,66,73,71,63,54,45,60,65,66,51
6810,68,1400000.0,RM,3,High,High,79,60,62,65,59,74,65,60,60,36,64,81,68,64,73,64,84,63,57,63,58,58,57
6811,68,1800000.0,CDM,3,High,Medium,67,56,64,64,68,73,58,52,63,63,66,64,68,66,72,66,80,65,68,59,61,68,67
6812,68,2200000.0,CB,2,Medium,High,68,25,51,51,69,69,57,20,41,26,59,68,59,64,52,37,59,68,68,31,43,61,70
6813,68,2700000.0,CAM,3,Medium,Medium,73,60,65,72,59,57,62,56,59,48,69,73,83,64,92,65,79,68,63,65,69,64,58
6814,68,1200000.0,CDM,2,High,Medium,66,50,64,62,64,70,45,39,36,67,56,67,50,69,67,68,71,64,65,45,67,61,66
6815,68,1900000.0,ST,2,Medium,Low,77,68,53,65,22,74,52,72,51,52,65,81,68,60,45,72,71,38,12,67,53,69,20
6816,68,400000.0,CB,2,Medium,High,33,32,48,38,67,86,48,31,24,26,38,33,32,55,41,39,74,91,63,17,44,54,68
6817,68,1400000.0,ST,3,Medium,Medium,71,67,60,70,32,63,65,67,59,46,70,66,75,66,79,72,67,47,23,68,54,60,42
6818,68,1500000.0,CAM,3,Medium,Medium,70,67,69,70,57,62,69,63,73,73,71,68,70,65,67,75,70,53,65,61,70,65,54
6819,68,1200000.0,RM,4,Medium,Low,75,61,63,70,33,54,64,59,45,40,68,79,80,59,77,66,65,49,18,68,70,65,54
6820,68,650000.0,GK,1,Medium,Medium,67,66,60,72,38,65,13,10,19,13,16,39,32,67,25,45,31,25,24,14,22,51,15
6821,68,1900000.0,CAM,3,Medium,Medium,69,65,64,69,38,53,65,67,53,45,73,72,63,65,69,65,48,46,24,69,65,61,48
6822,68,2300000.0,CB,2,High,Medium,77,39,58,63,68,71,55,32,53,42,61,79,68,62,68,53,78,64,66,58,56,67,67
6823,68,1000000.0,CDM,2,Medium,Medium,64,60,61,64,64,73,45,57,39,43,68,58,58,72,62,71,83,73,64,71,62,55,63
6824,68,1400000.0,CB,3,Medium,Medium,63,55,58,67,66,78,36,52,38,38,69,62,60,61,67,71,70,69,67,61,66,66,62
6825,68,1800000.0,ST,2,Medium,High,61,68,48,64,29,78,37,72,44,36,65,62,62,68,58,68,86,65,24,70,55,58,31
6826,68,400000.0,CAM,4,High,Low,72,71,67,69,54,51,62,70,68,76,62,72,77,65,80,73,62,47,61,65,67,58,45
